TripType,VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
7,34807,Wednesday,20108700000.0,1,SERVICE DELI,8014.0
7,34844,Wednesday,9147563006.0,2,DAIRY,1405.0
7,34844,Wednesday,20108700000.0,1,SERVICE DELI,8014.0
7,34861,Wednesday,68113106754.0,1,SERVICE DELI,4010.0
7,34861,Wednesday,20966500000.0,1,SERVICE DELI,7010.0
7,34861,Wednesday,7464100427.0,1,PRODUCE,5910.0
7,34876,Wednesday,2733103301.0,1,COMM BREAD,3792.0
7,34876,Wednesday,2733103301.0,1,COMM BREAD,3792.0
7,34876,Wednesday,7763304737.0,1,COMM BREAD,3701.0
25,34879,Wednesday,82179621369.0,1,MENS WEAR,7140.0
25,34879,Wednesday,471754000000.0,1,MENS WEAR,4478.0
25,34879,Wednesday,471286000000.0,1,MENS WEAR,4478.0
25,34879,Wednesday,68113107851.0,1,PHARMACY OTC,2014.0
25,34879,Wednesday,88743956793.0,1,MENS WEAR,3220.0
25,34879,Wednesday,7874205776.0,1,PRODUCE,33.0
25,34879,Wednesday,3500068046.0,1,PERSONAL CARE,403.0
25,34879,Wednesday,7603183819.0,1,MENS WEAR,5207.0
7,34895,Wednesday,7225004319.0,2,COMM BREAD,3702.0
7,34895,Wednesday,7874237037.0,4,GROCERY DRY GOODS,3251.0
7,34895,Wednesday,7152401172.0,1,GROCERY DRY GOODS,2708.0
7,34907,Wednesday,9147597000.0,1,DAIRY,1405.0
7,34907,Wednesday,20108800000.0,1,SERVICE DELI,8014.0
7,34933,Wednesday,20966500000.0,1,SERVICE DELI,7010.0
7,34933,Wednesday,20553800000.0,1,SERVICE DELI,8015.0
7,34953,Wednesday,68113106754.0,1,SERVICE DELI,4010.0
7,34953,Wednesday,88492010200.0,1,OFFICE SUPPLIES,6432.0
7,34953,Wednesday,20577400000.0,1,SERVICE DELI,8015.0
7,34953,Wednesday,76594018233.0,3,FABRICS AND CRAFTS,534.0
7,34953,Wednesday,20382100000.0,1,SERVICE DELI,7999.0
7,34953,Wednesday,20589000000.0,1,SERVICE DELI,8027.0
7,34953,Wednesday,76594018234.0,3,FABRICS AND CRAFTS,534.0
7,34953,Wednesday,7166252953.0,1,OFFICE SUPPLIES,6434.0
7,34953,Wednesday,68113106710.0,1,SERVICE DELI,4010.0
25,34968,Wednesday,1461435258.0,1,BRAS & SHAPEWEAR,2207.0
25,34968,Wednesday,66572105698.0,2,BATH AND SHOWER,1506.0
25,34968,Wednesday,2200001413.0,1,IMPULSE MERCHANDISE,135.0
25,34968,Wednesday,66572105698.0,1,BATH AND SHOWER,1506.0
38,34975,Wednesday,25047000000.0,1,BAKERY,5024.0
38,34975,Wednesday,7756725434.0,1,FROZEN FOODS,1853.0
38,34975,Wednesday,7874298567.0,1,BAKERY,3024.0
38,34975,Wednesday,89470001033.0,1,DAIRY,1450.0
38,34975,Wednesday,4589307223.0,1,BEAUTY,4010.0
38,34975,Wednesday,89470001005.0,1,DAIRY,1450.0
38,34975,Wednesday,2733100616.0,1,DAIRY,7962.0
7,34986,Wednesday,3400000440.0,1,IMPULSE MERCHANDISE,100.0
7,34986,Wednesday,68113106589.0,1,SERVICE DELI,4010.0
38,35001,Wednesday,7874205541.0,1,DAIRY,7960.0
38,35001,Wednesday,7524310115.0,1,DAIRY,1407.0
38,35001,Wednesday,25607900000.0,1,PRE PACKED DELI,7301.0
38,35001,Wednesday,7225003712.0,1,COMM BREAD,3710.0
38,35001,Wednesday,7874235190.0,1,DAIRY,1406.0
38,35001,Wednesday,1500014000.0,4,DSD GROCERY,9223.0
38,35001,Wednesday,5200032673.0,2,DSD GROCERY,4606.0
38,35001,Wednesday,5200033876.0,2,DSD GROCERY,4606.0
38,35001,Wednesday,5190001605.0,1,PRE PACKED DELI,1350.0
38,35001,Wednesday,65876136931.0,1,MEAT - FRESH & FROZEN,5501.0
38,35001,Wednesday,8000049514.0,1,GROCERY DRY GOODS,2906.0
38,35001,Wednesday,60538871457.0,1,DAIRY,9100.0
38,35012,Wednesday,88491201424.0,1,GROCERY DRY GOODS,3555.0
38,35012,Wednesday,7874235186.0,1,DAIRY,1508.0
38,35012,Wednesday,60538871457.0,1,DAIRY,9100.0
25,35013,Wednesday,68113183715.0,1,PHARMACY OTC,2124.0
25,35013,Wednesday,7874298393.0,1,BAKERY,5024.0
25,35013,Wednesday,76125377099.0,1,BOYS WEAR,4310.0
25,35013,Wednesday,72097250306.0,1,BOYS WEAR,1122.0
25,35013,Wednesday,30521500700.0,1,PERSONAL CARE,3010.0
25,35013,Wednesday,20835100000.0,1,SERVICE DELI,6802.0
25,35013,Wednesday,72097250307.0,1,BOYS WEAR,1122.0
25,35013,Wednesday,1700004666.0,1,PERSONAL CARE,3152.0
7,35061,Wednesday,7100703113.0,1,SERVICE DELI,4005.0
25,35073,Wednesday,7874243367.0,5,GROCERY DRY GOODS,3306.0
25,35073,Wednesday,7874237003.0,4,GROCERY DRY GOODS,2651.0
25,35073,Wednesday,68113169985.0,4,PHARMACY OTC,2124.0
25,35073,Wednesday,68113118395.0,4,PHARMACY OTC,1352.0
25,35073,Wednesday,84868303603.0,1,MENS WEAR,1227.0
25,35073,Wednesday,84868303603.0,2,MENS WEAR,1227.0
25,35073,Wednesday,68113107849.0,3,PHARMACY OTC,2016.0
25,35073,Wednesday,84868303594.0,2,MENS WEAR,1227.0
25,35073,Wednesday,84868303594.0,1,MENS WEAR,1227.0
7,35104,Wednesday,7763304547.0,1,COMM BREAD,3701.0
7,35104,Wednesday,20501200000.0,1,SERVICE DELI,8027.0
7,35104,Wednesday,22501100000.0,1,SERVICE DELI,8003.0
7,35104,Wednesday,7874222897.0,2,DSD GROCERY,1108.0
7,35104,Wednesday,7874203524.0,1,DSD GROCERY,9220.0
38,35129,Wednesday,7680000698.0,1,DAIRY,8004.0
38,35129,Wednesday,2200015933.0,2,IMPULSE MERCHANDISE,145.0
38,35129,Wednesday,4610001991.0,1,DAIRY,7957.0
7,35132,Wednesday,3760015491.0,1,SERVICE DELI,4054.0
7,35132,Wednesday,73639350143.0,2,GROCERY DRY GOODS,2806.0
7,35132,Wednesday,5150000163.0,1,GROCERY DRY GOODS,2602.0
7,35132,Wednesday,3760047371.0,1,SERVICE DELI,4054.0
7,35132,Wednesday,7874222622.0,1,GROCERY DRY GOODS,3306.0
7,35132,Wednesday,4000040145.0,1,"CANDY, TOBACCO, COOKIES",77.0
7,35132,Wednesday,7874203253.0,2,DSD GROCERY,4261.0
7,35132,Wednesday,65876136801.0,1,MEAT - FRESH & FROZEN,6074.0
7,35132,Wednesday,7020051001.0,1,PRODUCE,7120.0
7,35132,Wednesday,4000049374.0,1,"CANDY, TOBACCO, COOKIES",79.0
7,35132,Wednesday,4000049374.0,1,"CANDY, TOBACCO, COOKIES",79.0
7,35138,Wednesday,20966500000.0,2,SERVICE DELI,7010.0
7,35161,Wednesday,4660003428.0,2,PRE PACKED DELI,7652.0
7,35169,Wednesday,7874235188.0,1,DAIRY,1508.0
7,35169,Wednesday,7225004319.0,2,COMM BREAD,3702.0
25,35182,Wednesday,489397000000.0,1,MENS WEAR,7205.0
25,35182,Wednesday,88870812085.0,1,MENS WEAR,8538.0
25,35182,Wednesday,7994600660.0,1,OFFICE SUPPLIES,6548.0
25,35182,Wednesday,87861503568.0,1,ELECTRONICS,4805.0
25,35182,Wednesday,88870812075.0,1,MENS WEAR,8538.0
25,35182,Wednesday,67609254871.0,1,MENS WEAR,1857.0
25,35182,Wednesday,78035378403.0,1,PRODUCE,3601.0
25,35182,Wednesday,4032.0,1,PRODUCE,6420.0
38,35190,Wednesday,64541682816.0,8,CELEBRATION,3151.0
38,35190,Wednesday,60538817673.0,1,SHOES,8967.0
38,35190,Wednesday,78114754123.0,1,"GIRLS WEAR, 4-6X  AND 7-14",192.0
38,35190,Wednesday,9518802128.0,2,DSD GROCERY,4644.0
38,35190,Wednesday,1480051276.0,2,DSD GROCERY,9820.0
38,35190,Wednesday,1480051647.0,2,DSD GROCERY,9820.0
7,35274,Wednesday,4157011008.0,1,DAIRY,1511.0
7,35274,Wednesday,7562055778.0,1,MEAT - FRESH & FROZEN,6005.0
7,35274,Wednesday,4123401135.0,1,SEAFOOD,1004.0
38,35280,Wednesday,3700087147.0,1,HOUSEHOLD PAPER GOODS,3041.0
38,35280,Wednesday,3800012290.0,1,DSD GROCERY,3353.0
38,35280,Wednesday,2560008912.0,1,COMM BREAD,6151.0
38,35280,Wednesday,7800000117.0,1,DSD GROCERY,9513.0
38,35280,Wednesday,3120020007.0,1,DSD GROCERY,4639.0
25,35326,Wednesday,60538810593.0,1,SHOES,1641.0
25,35326,Wednesday,88743956758.0,1,MENS WEAR,3220.0
25,35326,Wednesday,88743957234.0,1,MENS WEAR,3220.0
25,35329,Wednesday,4609450283.0,1,"GIRLS WEAR, 4-6X  AND 7-14",6033.0
25,35329,Wednesday,71441513042.0,1,IMPULSE MERCHANDISE,8207.0
25,35329,Wednesday,65456336609.0,1,BOYS WEAR,8000.0
25,35329,Wednesday,7871546210.0,1,BRAS & SHAPEWEAR,2401.0
25,35329,Wednesday,9285204762.0,1,HORTICULTURE AND ACCESS,1000.0
25,35329,Wednesday,30521051862.0,1,BEAUTY,4010.0
25,35329,Wednesday,88530633063.0,1,BOYS WEAR,4351.0
25,35329,Wednesday,65456387692.0,1,BOYS WEAR,8000.0
25,35329,Wednesday,2253215521.0,1,HORTICULTURE AND ACCESS,591.0
25,35335,Wednesday,81832601126.0,1,HOME DECOR,2518.0
25,35335,Wednesday,71627241748.0,1,SLEEPWEAR/FOUNDATIONS,7293.0
25,35335,Wednesday,66509866713.0,1,HOME DECOR,5565.0
25,35335,Wednesday,71627241755.0,1,SLEEPWEAR/FOUNDATIONS,7293.0
25,35336,Wednesday,88530602664.0,1,MENS WEAR,5142.0
25,35336,Wednesday,7164912011.0,1,HARDWARE,4204.0
25,35336,Wednesday,64541699014.0,1,CELEBRATION,1805.0
7,35345,Wednesday,3338366001.0,1,PRODUCE,7703.0
25,35356,Wednesday,78114750362.0,1,"GIRLS WEAR, 4-6X  AND 7-14",381.0
25,35356,Wednesday,81755301187.0,1,"GIRLS WEAR, 4-6X  AND 7-14",3258.0
25,35356,Wednesday,79764252090.0,1,MENS WEAR,95.0
25,35356,Wednesday,4282560435.0,1,"GIRLS WEAR, 4-6X  AND 7-14",7310.0
25,35356,Wednesday,880875000000.0,1,"GIRLS WEAR, 4-6X  AND 7-14",2090.0
25,35359,Wednesday,4721376404.0,1,INFANT APPAREL,1400.0
25,35359,Wednesday,82194208709.0,1,LADIESWEAR,9065.0
25,35359,Wednesday,4721376448.0,1,INFANT APPAREL,1400.0
25,35359,Wednesday,2746722685.0,1,INFANT APPAREL,1202.0
25,35359,Wednesday,2746718488.0,1,INFANT APPAREL,1202.0
25,35359,Wednesday,2746718434.0,1,INFANT APPAREL,1202.0
25,35397,Wednesday,8000000678.0,1,GROCERY DRY GOODS,2909.0
25,35397,Wednesday,880614000000.0,1,LADIESWEAR,324.0
25,35397,Wednesday,65595605551.0,1,"CANDY, TOBACCO, COOKIES",521.0
25,35397,Wednesday,6343589111.0,1,HOUSEHOLD PAPER GOODS,2021.0
25,35397,Wednesday,1480021078.0,1,GROCERY DRY GOODS,2763.0
25,35397,Wednesday,3600030364.0,1,HOUSEHOLD PAPER GOODS,2090.0
25,35397,Wednesday,8000000676.0,1,GROCERY DRY GOODS,2909.0
25,35397,Wednesday,8768400114.0,1,DSD GROCERY,4624.0
25,35397,Wednesday,3120020311.0,1,DSD GROCERY,4639.0
25,35397,Wednesday,1326141873.0,1,BOYS WEAR,4648.0
25,35397,Wednesday,4683806561.0,1,ELECTRONICS,4805.0
25,35397,Wednesday,7533847734.0,1,SLEEPWEAR/FOUNDATIONS,2300.0
25,35397,Wednesday,880614000000.0,1,LADIESWEAR,324.0
25,35397,Wednesday,880614000000.0,1,LADIESWEAR,324.0
25,35397,Wednesday,880614000000.0,1,LADIESWEAR,324.0
25,35397,Wednesday,84273307270.0,1,LADIESWEAR,716.0
25,35397,Wednesday,31254663392.0,1,IMPULSE MERCHANDISE,8245.0
25,35397,Wednesday,1958565524.0,1,BRAS & SHAPEWEAR,1122.0
25,35397,Wednesday,1326141840.0,1,BOYS WEAR,4648.0
7,35409,Wednesday,20154500000.0,1,SERVICE DELI,8001.0
7,35413,Wednesday,68113107862.0,1,BAKERY,5017.0
7,35419,Wednesday,20104500000.0,1,SERVICE DELI,8014.0
7,35419,Wednesday,1200000131.0,1,DSD GROCERY,9547.0
38,35453,Wednesday,81547301182.0,1,DAIRY,7978.0
38,35453,Wednesday,60538871461.0,1,DAIRY,9101.0
38,35453,Wednesday,7294535070.0,1,COMM BREAD,3719.0
38,35453,Wednesday,67811237561.0,1,PHARMACY OTC,1541.0
38,35453,Wednesday,3345611411.0,1,DAIRY,1311.0
38,35453,Wednesday,3000005070.0,1,GROCERY DRY GOODS,4102.0
38,35453,Wednesday,1480064698.0,1,DSD GROCERY,4644.0
38,35453,Wednesday,3800092668.0,1,GROCERY DRY GOODS,3600.0
38,35453,Wednesday,72450425004.0,1,PAINT AND ACCESSORIES,1005.0
38,35453,Wednesday,9898.0,1,BAKERY,5005.0
38,35453,Wednesday,88796105703.0,1,TOYS,1401.0
38,35453,Wednesday,7047044517.0,1,DAIRY,1345.0
38,35453,Wednesday,5000042081.0,1,DAIRY,1513.0
38,35453,Wednesday,3500076452.0,1,PERSONAL CARE,203.0
38,35453,Wednesday,3338365020.0,1,PRODUCE,7501.0
25,35461,Wednesday,3700088830.0,1,PERSONAL CARE,5328.0
25,35461,Wednesday,471985000000.0,1,LADIESWEAR,570.0
25,35461,Wednesday,9933894130.0,1,LADIESWEAR,1180.0
25,35461,Wednesday,81832601183.0,1,HOME DECOR,2523.0
25,35461,Wednesday,7600137530.0,1,HOME DECOR,5569.0
7,35465,Wednesday,22591200000.0,1,MEAT - FRESH & FROZEN,1301.0
7,35465,Wednesday,3338365101.0,1,PRODUCE,7502.0
7,35465,Wednesday,7314910259.0,1,HOME MANAGEMENT,5400.0
25,35494,Wednesday,880616000000.0,1,LADIESWEAR,414.0
25,35494,Wednesday,81755301302.0,1,"GIRLS WEAR, 4-6X  AND 7-14",3258.0
25,35494,Wednesday,81755301301.0,1,"GIRLS WEAR, 4-6X  AND 7-14",3258.0
25,35494,Wednesday,88530633080.0,1,BOYS WEAR,4351.0
25,35494,Wednesday,81755301187.0,1,"GIRLS WEAR, 4-6X  AND 7-14",3258.0
25,35494,Wednesday,88530628827.0,1,BOYS WEAR,4351.0
25,35517,Wednesday,880614000000.0,1,SLEEPWEAR/FOUNDATIONS,3161.0
25,35517,Wednesday,82986404533.0,1,LADIESWEAR,944.0
7,35520,Wednesday,7874207448.0,1,COMM BREAD,3714.0
7,35520,Wednesday,7874208170.0,1,GROCERY DRY GOODS,2956.0
7,35520,Wednesday,4127102568.0,1,DAIRY,1513.0
7,35520,Wednesday,7874243458.0,1,FROZEN FOODS,1801.0
7,35520,Wednesday,25855100000.0,1,MEAT - FRESH & FROZEN,6078.0
7,35520,Wednesday,1530043980.0,2,GROCERY DRY GOODS,3804.0
7,35520,Wednesday,7874235296.0,1,GROCERY DRY GOODS,4402.0
7,35520,Wednesday,22635000000.0,1,MEAT - FRESH & FROZEN,6573.0
7,35520,Wednesday,5200032673.0,2,DSD GROCERY,4606.0
7,35520,Wednesday,2840004768.0,1,DSD GROCERY,9253.0
7,35520,Wednesday,4300005797.0,1,GROCERY DRY GOODS,30.0
7,35539,Wednesday,7874203700.0,1,GROCERY DRY GOODS,3901.0
7,35539,Wednesday,4065.0,1,PRODUCE,8101.0
7,35539,Wednesday,2500005126.0,1,DAIRY,1407.0
7,35539,Wednesday,60538818782.0,1,FROZEN FOODS,2008.0
7,35539,Wednesday,7874208362.0,1,FROZEN FOODS,1755.0
7,35539,Wednesday,2700050010.0,1,GROCERY DRY GOODS,2411.0
7,35539,Wednesday,2500004769.0,1,DAIRY,1407.0
7,35539,Wednesday,5100002792.0,1,GROCERY DRY GOODS,2401.0
7,35539,Wednesday,7025750481.0,1,IMPULSE MERCHANDISE,202.0
7,35539,Wednesday,60538862097.0,1,FINANCIAL SERVICES,0.0
7,35539,Wednesday,7874205333.0,2,FROZEN FOODS,1752.0
7,35563,Wednesday,7100703113.0,1,SERVICE DELI,4005.0
7,35563,Wednesday,2430083734.0,1,COMM BREAD,2286.0
7,35563,Wednesday,7100754116.0,2,SERVICE DELI,4005.0
7,35563,Wednesday,68113191699.0,1,SERVICE DELI,7100.0
7,35563,Wednesday,7100754116.0,-1,SERVICE DELI,4005.0
38,35570,Wednesday,20154500000.0,1,SERVICE DELI,8001.0
38,35570,Wednesday,7874214821.0,1,BAKERY,1451.0
38,35570,Wednesday,7962507265.0,1,BEAUTY,5020.0
38,35570,Wednesday,3700034864.0,2,HOUSEHOLD PAPER GOODS,2012.0
38,35570,Wednesday,9147504189.0,1,DAIRY,1405.0
38,35570,Wednesday,2970000147.0,1,GROCERY DRY GOODS,3031.0
38,35570,Wednesday,2500005438.0,1,DAIRY,1402.0
38,35570,Wednesday,7874209930.0,1,BAKERY,9801.0
38,35570,Wednesday,89170000212.0,1,PRODUCE,3509.0
25,35574,Wednesday,7053074314.0,1,OFFICE SUPPLIES,3660.0
25,35574,Wednesday,7065979550.0,1,FABRICS AND CRAFTS,5946.0
25,35574,Wednesday,88561540050.0,1,SLEEPWEAR/FOUNDATIONS,2901.0
25,35574,Wednesday,4878955010.0,1,HOUSEHOLD PAPER GOODS,6504.0
25,35574,Wednesday,88694430296.0,1,SLEEPWEAR/FOUNDATIONS,6050.0
25,35574,Wednesday,64541652562.0,1,CELEBRATION,988.0
25,35574,Wednesday,68538738576.0,1,WIRELESS,20.0
25,35574,Wednesday,7053000406.0,1,OFFICE SUPPLIES,3625.0
25,35574,Wednesday,60538834173.0,1,JEWELRY AND SUNGLASSES,1621.0
25,35574,Wednesday,4385969568.0,1,WIRELESS,18.0
25,35574,Wednesday,88694430299.0,1,SLEEPWEAR/FOUNDATIONS,6050.0
25,35574,Wednesday,76594220006.0,1,BRAS & SHAPEWEAR,1702.0
25,35574,Wednesday,1467142728.0,1,BRAS & SHAPEWEAR,1202.0
7,35576,Wednesday,4450031375.0,1,PRE PACKED DELI,7251.0
7,35576,Wednesday,5210002735.0,1,GROCERY DRY GOODS,4252.0
7,35576,Wednesday,5210002741.0,1,GROCERY DRY GOODS,4252.0
7,35576,Wednesday,5210002745.0,1,GROCERY DRY GOODS,4252.0
38,35580,Wednesday,7047000302.0,3,DAIRY,1351.0
38,35580,Wednesday,7047000317.0,1,DAIRY,1351.0
38,35580,Wednesday,7047000300.0,2,DAIRY,1351.0
25,35586,Wednesday,78035378403.0,1,PRODUCE,3601.0
25,35586,Wednesday,88309614679.0,1,MENS WEAR,5665.0
25,35586,Wednesday,4378.0,1,PRODUCE,2500.0
25,35586,Wednesday,88530617610.0,1,MENS WEAR,1101.0
25,35586,Wednesday,4282560277.0,1,MENS WEAR,8276.0
25,35586,Wednesday,3500014116.0,1,PERSONAL CARE,3171.0
38,35589,Wednesday,4812125321.0,1,COMM BREAD,3719.0
38,35589,Wednesday,2800046631.0,1,GROCERY DRY GOODS,3304.0
38,35589,Wednesday,4081107050.0,1,GROCERY DRY GOODS,2707.0
38,35589,Wednesday,6843791126.0,1,IMPULSE MERCHANDISE,125.0
38,35589,Wednesday,3500039372.0,1,HOUSEHOLD CHEMICALS/SUPP,2070.0
38,35589,Wednesday,2100061215.0,1,DAIRY,7956.0
38,35589,Wednesday,7874211908.0,1,DAIRY,1353.0
38,35589,Wednesday,3450063202.0,1,DAIRY,1507.0
38,35589,Wednesday,60538818740.0,2,GROCERY DRY GOODS,4403.0
38,35589,Wednesday,7432300583.0,1,COMM BREAD,3724.0
38,35589,Wednesday,7874201189.0,1,HOUSEHOLD CHEMICALS/SUPP,1015.0
38,35589,Wednesday,4318018160.0,1,HARDWARE,8255.0
38,35589,Wednesday,4011.0,1,PRODUCE,5501.0
38,35589,Wednesday,7874201228.0,1,COMM BREAD,3712.0
38,35589,Wednesday,4800171128.0,1,GROCERY DRY GOODS,3121.0
38,35589,Wednesday,3400019606.0,1,IMPULSE MERCHANDISE,115.0
38,35589,Wednesday,8259272232.0,1,PRODUCE,7916.0
38,35589,Wednesday,7047029421.0,1,DAIRY,1344.0
38,35589,Wednesday,88530634364.0,1,"GIRLS WEAR, 4-6X  AND 7-14",5167.0
38,35589,Wednesday,69922162117.0,3,COMM BREAD,3729.0
38,35589,Wednesday,60538871461.0,1,DAIRY,9101.0
38,35594,Wednesday,78162400698.0,1,GROCERY DRY GOODS,3000.0
38,35594,Wednesday,68113107862.0,1,BAKERY,5017.0
38,35594,Wednesday,60069900183.0,1,GROCERY DRY GOODS,4503.0
38,35594,Wednesday,3800076272.0,2,GROCERY DRY GOODS,3555.0
38,35594,Wednesday,69922162117.0,1,COMM BREAD,3729.0
7,35596,Wednesday,7874235187.0,1,DAIRY,1508.0
7,35596,Wednesday,20382100000.0,1,SERVICE DELI,7999.0
7,35631,Wednesday,20154500000.0,2,SERVICE DELI,8001.0
7,35631,Wednesday,30067642606.0,1,PHARMACY OTC,1121.0
25,35664,Wednesday,79764251741.0,1,MENS WEAR,95.0
25,35664,Wednesday,82179621401.0,1,MENS WEAR,7140.0
25,35664,Wednesday,82179621299.0,1,MENS WEAR,975.0
7,35710,Wednesday,20108700000.0,1,SERVICE DELI,8014.0
7,35725,Wednesday,3100011305.0,2,FROZEN FOODS,9704.0
7,35725,Wednesday,3663203735.0,2,DAIRY,1436.0
7,35725,Wednesday,3900001893.0,1,GROCERY DRY GOODS,3004.0
7,35725,Wednesday,3100078889.0,2,FROZEN FOODS,9704.0
7,35725,Wednesday,6827491147.0,1,DSD GROCERY,9215.0
7,35725,Wednesday,7067812601.0,2,GROCERY DRY GOODS,4154.0
7,35725,Wednesday,3663203732.0,2,DAIRY,1436.0
7,35725,Wednesday,3900001894.0,1,GROCERY DRY GOODS,3004.0
7,35725,Wednesday,2740013011.0,2,DAIRY,1252.0
7,35748,Wednesday,68113104092.0,1,SERVICE DELI,4075.0
25,35749,Wednesday,60764502561.0,1,MENS WEAR,679.0
25,35749,Wednesday,60538862097.0,1,FINANCIAL SERVICES,0.0
25,35749,Wednesday,88743955554.0,1,MENS WEAR,144.0
7,35771,Wednesday,4900004523.0,1,DSD GROCERY,4611.0
7,35771,Wednesday,7100701868.0,1,FROZEN FOODS,4065.0
38,35815,Wednesday,7146432650.0,1,PRODUCE,7916.0
38,35815,Wednesday,60538862097.0,1,FINANCIAL SERVICES,0.0
38,35815,Wednesday,4850002111.0,1,DAIRY,1402.0
38,35815,Wednesday,7797508973.0,1,IMPULSE MERCHANDISE,808.0
38,35815,Wednesday,2840042073.0,1,IMPULSE MERCHANDISE,808.0
38,35815,Wednesday,5100021258.0,1,DSD GROCERY,4649.0
38,35825,Wednesday,72957184448.0,1,PRODUCE,43.0
38,35825,Wednesday,20154500000.0,1,SERVICE DELI,8001.0
38,35825,Wednesday,8000000673.0,1,GROCERY DRY GOODS,2901.0
38,35825,Wednesday,7089302862.0,1,GROCERY DRY GOODS,3309.0
7,35829,Wednesday,20269900000.0,1,SERVICE DELI,4042.0
7,35841,Wednesday,20879900000.0,1,SERVICE DELI,6508.0
7,35841,Wednesday,20234400000.0,1,SERVICE DELI,6802.0
7,35851,Wednesday,2836420045.0,1,MEAT - FRESH & FROZEN,6106.0
7,35851,Wednesday,7874208012.0,1,MEAT - FRESH & FROZEN,6106.0
25,35896,Wednesday,88694428228.0,1,BRAS & SHAPEWEAR,2799.0
25,35896,Wednesday,4300002825.0,1,DSD GROCERY,4624.0
25,35896,Wednesday,7874212310.0,1,MEAT - FRESH & FROZEN,6087.0
25,35896,Wednesday,1070080722.0,1,IMPULSE MERCHANDISE,100.0
25,35896,Wednesday,4600028736.0,1,GROCERY DRY GOODS,3202.0
25,35896,Wednesday,4000042431.0,1,IMPULSE MERCHANDISE,100.0
25,35896,Wednesday,7874222573.0,1,FROZEN FOODS,1801.0
25,35896,Wednesday,60538818685.0,1,GROCERY DRY GOODS,1107.0
25,35896,Wednesday,3338365020.0,1,PRODUCE,7501.0
25,35896,Wednesday,7218063811.0,1,FROZEN FOODS,9116.0
7,35908,Wednesday,85638200315.0,1,SEAFOOD,1056.0
7,35908,Wednesday,5210002736.0,1,GROCERY DRY GOODS,4252.0
7,35908,Wednesday,2068507953.0,1,DSD GROCERY,9275.0
7,35908,Wednesday,20919800000.0,1,SERVICE DELI,8150.0
7,35908,Wednesday,2733100051.0,1,COMM BREAD,3706.0
38,35912,Wednesday,2500004763.0,1,DAIRY,1407.0
38,35912,Wednesday,2500004772.0,1,DAIRY,1407.0
38,35912,Wednesday,60538862128.0,1,FINANCIAL SERVICES,0.0
38,35912,Wednesday,75752800879.0,1,IMPULSE MERCHANDISE,808.0
7,35913,Wednesday,7173000720.0,2,GROCERY DRY GOODS,3903.0
7,35913,Wednesday,22590500000.0,1,MEAT - FRESH & FROZEN,4136.0
7,35913,Wednesday,22592300000.0,1,MEAT - FRESH & FROZEN,4150.0
7,35913,Wednesday,7110000551.0,1,GROCERY DRY GOODS,2453.0
7,35913,Wednesday,4093.0,1,PRODUCE,4008.0
7,35913,Wednesday,4060.0,1,PRODUCE,8403.0
38,35923,Wednesday,5100021737.0,1,DSD GROCERY,4651.0
38,35923,Wednesday,5100000803.0,1,DSD GROCERY,4651.0
38,35923,Wednesday,4900006091.0,1,DSD GROCERY,9570.0
38,35923,Wednesday,4900005017.0,1,DSD GROCERY,9570.0
7,35928,Wednesday,2700038811.0,1,GROCERY DRY GOODS,2405.0
7,35928,Wednesday,5150020314.0,1,GROCERY DRY GOODS,4201.0
7,35928,Wednesday,22615900000.0,1,MEAT - FRESH & FROZEN,3742.0
38,35932,Wednesday,4157010964.0,1,DAIRY,1511.0
38,35932,Wednesday,4000049163.0,1,IMPULSE MERCHANDISE,115.0
38,35932,Wednesday,22726900000.0,1,MEAT - FRESH & FROZEN,6016.0
38,35932,Wednesday,1707710232.0,1,DAIRY,1526.0
38,35932,Wednesday,22590400000.0,1,MEAT - FRESH & FROZEN,6405.0
38,35932,Wednesday,7047048545.0,1,DAIRY,1344.0
38,35932,Wednesday,7874237037.0,3,GROCERY DRY GOODS,3251.0
38,35932,Wednesday,2500002622.0,1,DAIRY,1406.0
38,35932,Wednesday,3890000513.0,1,GROCERY DRY GOODS,2757.0
38,35932,Wednesday,7874237155.0,2,DSD GROCERY,3029.0
38,35932,Wednesday,7342000024.0,1,DAIRY,1353.0
38,35932,Wednesday,7874237249.0,1,DAIRY,7974.0
38,35932,Wednesday,7874237148.0,1,GROCERY DRY GOODS,3818.0
38,35932,Wednesday,7341001385.0,1,COMM BREAD,3761.0
38,35932,Wednesday,7874243304.0,2,GROCERY DRY GOODS,3252.0
38,35932,Wednesday,7342000024.0,1,DAIRY,1353.0
38,35932,Wednesday,4011.0,2,PRODUCE,5501.0
38,35932,Wednesday,7341001375.0,1,COMM BREAD,3703.0
38,35932,Wednesday,7874235190.0,1,DAIRY,1406.0
38,35932,Wednesday,1284241001.0,2,PRODUCE,8600.0
38,35932,Wednesday,7874298690.0,1,BAKERY,5024.0
38,35932,Wednesday,7874207786.0,2,GROCERY DRY GOODS,3819.0
38,35932,Wednesday,3800035004.0,1,GROCERY DRY GOODS,3557.0
38,35932,Wednesday,7874202869.0,1,GROCERY DRY GOODS,2500.0
38,35932,Wednesday,4157010964.0,3,DAIRY,1511.0
38,35932,Wednesday,71514151464.0,1,DAIRY,9114.0
38,35932,Wednesday,71514151464.0,1,DAIRY,9114.0
38,35932,Wednesday,3338353070.0,1,PRODUCE,4113.0
