VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
29830,Tuesday,8408468497,1,MENS WEAR,1610
29970,Tuesday,30997869511,1,PERSONAL CARE,5365
30045,Tuesday,7976503128,1,DSD GROCERY,9206
30045,Tuesday,2550000227,1,GROCERY DRY GOODS,3302
30248,Tuesday,8511845775,2,INFANT APPAREL,6340
30248,Tuesday,8.80616E+11,1,"GIRLS WEAR, 4-6X  AND 7-14",5738
30280,Tuesday,4664,1,PRODUCE,7810
30280,Tuesday,35972619030,1,PHARMACY OTC,2233
30289,Tuesday,60538803624,1,SHOES,2586
30289,Tuesday,3825758853,1,"GIRLS WEAR, 4-6X  AND 7-14",7301
30448,Tuesday,7639703250,1,GROCERY DRY GOODS,2995
30539,Tuesday,7533850514,1,MENS WEAR,5203
30646,Tuesday,7874237425,1,DAIRY,7955
30732,Tuesday,3686524511,1,LAWN AND GARDEN,5670
30787,Tuesday,7432300232,1,COMM BREAD,3724
30843,Tuesday,1480064609,1,DSD GROCERY,4644
31172,Tuesday,60538871461,1,DAIRY,9101
31194,Tuesday,3000001820,1,GROCERY DRY GOODS,3556
31194,Tuesday,5200012203,1,DSD GROCERY,4607
31320,Tuesday,4400003133,1,DSD GROCERY,3717
31371,Tuesday,980020039,1,"CANDY, TOBACCO, COOKIES",85
31531,Wednesday,4767748248,1,FROZEN FOODS,1851
31602,Wednesday,1600048452,1,GROCERY DRY GOODS,3600
31718,Wednesday,7603177197,1,MENS WEAR,5142
31728,Wednesday,2580002628,1,FROZEN FOODS,1904
31826,Wednesday,3930743764,1,BOYS WEAR,253
31828,Wednesday,2430004302,1,COMM BREAD,3709
31828,Wednesday,4900002468,3,DSD GROCERY,3042
31846,Wednesday,64541697329,1,CELEBRATION,1805
31872,Wednesday,60538862097,1,FINANCIAL SERVICES,0
31872,Wednesday,7780246241,1,BEAUTY,2448
31896,Wednesday,7107201197,1,GROCERY DRY GOODS,2821
32067,Wednesday,82182307283,1,MENS WEAR,1080
32143,Wednesday,8000049564,2,GROCERY DRY GOODS,2901
32321,Wednesday,3010003319,2,DSD GROCERY,3607
32321,Wednesday,7976503272,1,DSD GROCERY,9214
32498,Wednesday,20108800000,1,SERVICE DELI,8014
32540,Wednesday,4900005010,1,DSD GROCERY,9570
32594,Wednesday,4664,1,PRODUCE,7810
32623,Wednesday,4011,1,PRODUCE,5501
32721,Wednesday,2700050008,1,GROCERY DRY GOODS,2411
32748,Wednesday,7874235256,1,GROCERY DRY GOODS,2408
32771,Wednesday,7874298980,1,BAKERY,5025
32780,Wednesday,8.80632E+11,1,LADIESWEAR,9203
32801,Wednesday,3980009909,1,IMPULSE MERCHANDISE,905
32992,Wednesday,72097248191,1,"GIRLS WEAR, 4-6X  AND 7-14",560
33075,Wednesday,22607700000,1,SERVICE DELI,4041
33135,Wednesday,88530635933,1,MENS WEAR,5567
33400,Wednesday,4542187088,2,MEAT - FRESH & FROZEN,1005
33526,Wednesday,7184509830,2,DSD GROCERY,3404
33657,Wednesday,4046,1,PRODUCE,5620
33754,Wednesday,7003031026,1,PHARMACY OTC,1120
33764,Wednesday,88577948730,1,LADIESWEAR,2045
34162,Wednesday,7597116072,1,SERVICE DELI,3015
34207,Wednesday,9396651300,1,DAIRY,1510
34260,Wednesday,68113132947,1,SERVICE DELI,4076
34305,Wednesday,3120020297,1,DSD GROCERY,4639
34412,Wednesday,7874237489,2,GROCERY DRY GOODS,4152
34508,Wednesday,88561556461,1,SLEEPWEAR/FOUNDATIONS,1306
34539,Wednesday,4.89397E+11,1,"GIRLS WEAR, 4-6X  AND 7-14",3257
34539,Wednesday,8.80632E+11,1,LADIESWEAR,286
34606,Wednesday,73975430361,1,MENS WEAR,4475
34617,Wednesday,22501100000,1,SERVICE DELI,8003
34642,Wednesday,8.8094E+11,1,MENS WEAR,1523
34714,Wednesday,20554600000,1,SERVICE DELI,8015
34726,Wednesday,2340000063,4,HOUSEHOLD CHEMICALS/SUPP,1555
34795,Wednesday,7040400008,1,GROCERY DRY GOODS,4404
35012,Wednesday,88491201425,1,GROCERY DRY GOODS,3555
35397,Wednesday,2800013000,1,"CANDY, TOBACCO, COOKIES",521
35520,Wednesday,7874235187,1,DAIRY,1508
35539,Wednesday,65876135802,1,MEAT - FRESH & FROZEN,6074
35574,Wednesday,8022594606,1,BRAS & SHAPEWEAR,1638
35589,Wednesday,3875331217,1,HARDWARE,107
35631,Wednesday,3700089813,1,HOUSEHOLD CHEMICALS/SUPP,130
35896,Wednesday,82926814972,1,LADIESWEAR,766
35913,Wednesday,4060,2,PRODUCE,8403
36283,Wednesday,7874298181,1,BAKERY,101
36509,Wednesday,88496807165,1,LADIESWEAR,267
36527,Wednesday,4032673310,1,MENS WEAR,1663
36588,Wednesday,80829586716,1,"GIRLS WEAR, 4-6X  AND 7-14",388
36602,Wednesday,88491200391,1,GROCERY DRY GOODS,3555
36764,Wednesday,7874235188,1,DAIRY,1508
36779,Wednesday,7539102356,1,SEAFOOD,1063
36884,Wednesday,3500055370,1,PERSONAL CARE,9108
36930,Wednesday,2500002754,1,DAIRY,1407
37022,Wednesday,2840019914,1,DSD GROCERY,9251
37386,Wednesday,2500004811,1,DAIRY,1407
37424,Thursday,60538818716,1,DAIRY,1507
37496,Thursday,4011,1,PRODUCE,5501
37541,Thursday,78035378403,1,PRODUCE,3601
37561,Thursday,20652100000,1,MEAT - FRESH & FROZEN,6354
37650,Thursday,68896200201,1,PRODUCE,8609
37655,Thursday,81295402304,1,BOYS WEAR,5206
37668,Thursday,67811244415,1,HOUSEHOLD CHEMICALS/SUPP,6510
37668,Thursday,3800013192,1,FROZEN FOODS,2112
37668,Thursday,22456500000,1,SERVICE DELI,7003
37754,Thursday,3800057873,1,FROZEN FOODS,2112
37870,Thursday,1326259319,1,"GIRLS WEAR, 4-6X  AND 7-14",135
37982,Thursday,2100065352,1,DAIRY,1354
38052,Thursday,71785410594,1,FROZEN FOODS,9704
38203,Thursday,66216324039,1,MENS WEAR,2527
38203,Thursday,4032678214,1,MENS WEAR,1734
38203,Thursday,4032678278,1,MENS WEAR,1734
38243,Thursday,1111161120,1,PERSONAL CARE,3181
38243,Thursday,4667503115,1,DAIRY,1442
38282,Thursday,4180000019,1,GROCERY DRY GOODS,2601
38377,Thursday,72689851216,1,JEWELRY AND SUNGLASSES,6601
38476,Thursday,4300004209,1,DAIRY,1552
38536,Thursday,60538818742,2,FROZEN FOODS,1754
38536,Thursday,4046,1,PRODUCE,5620
38536,Thursday,2529300098,1,DAIRY,1511
38731,Thursday,4182080795,1,SERVICE DELI,5020
38920,Thursday,9518803128,1,DSD GROCERY,4644
39086,Thursday,4900001916,2,DSD GROCERY,9546
39086,Thursday,88170810629,1,JEWELRY AND SUNGLASSES,6417
39205,Thursday,68113106758,2,SERVICE DELI,4010
39216,Thursday,4032672615,1,MENS WEAR,1638
39332,Thursday,2840042061,1,IMPULSE MERCHANDISE,808
39350,Thursday,20108700000,1,SERVICE DELI,8014
39391,Thursday,1326150055,2,BOYS WEAR,7603
39436,Thursday,2740010312,1,DAIRY,1221
39438,Thursday,7874235201,1,DAIRY,1515
39579,Thursday,22494600000,1,SERVICE DELI,4041
39732,Thursday,68113107862,1,BAKERY,5017
39735,Thursday,3940001747,1,GROCERY DRY GOODS,2835
39744,Thursday,5107102763,1,MENS WEAR,1632
39767,Thursday,7874211211,1,DAIRY,9114
39767,Thursday,88491201426,1,GROCERY DRY GOODS,3555
39867,Thursday,84868303138,1,BOYS WEAR,2131
39903,Thursday,4087,1,PRODUCE,7803
39933,Thursday,3800056295,2,PHARMACY OTC,308
39972,Thursday,88309614010,1,BOYS WEAR,6021
40047,Thursday,20589000000,1,SERVICE DELI,8027
40097,Thursday,3663203642,1,DAIRY,1443
40177,Thursday,5200020807,1,DSD GROCERY,4607
40343,Thursday,4011,1,PRODUCE,5501
40352,Thursday,4900004574,1,DSD GROCERY,4611
40376,Thursday,22455600000,1,SERVICE DELI,7010
40382,Thursday,60538862097,1,FINANCIAL SERVICES,0
40411,Thursday,30023182212,1,PHARMACY OTC,1536
40510,Thursday,82415040516,1,PRODUCE,7131
40510,Thursday,78035378403,1,PRODUCE,3601
40834,Thursday,7533849250,1,SLEEPWEAR/FOUNDATIONS,1269
40912,Thursday,2100064616,1,GROCERY DRY GOODS,2453
41106,Thursday,4011,1,PRODUCE,5501
41152,Thursday,88658658997,1,BRAS & SHAPEWEAR,1219
41218,Thursday,20154200000,1,SERVICE DELI,8001
41300,Thursday,60538816927,1,SHOES,1909
41375,Thursday,2100001087,1,GROCERY DRY GOODS,3954
41379,Thursday,8544756637,1,BRAS & SHAPEWEAR,1110
41405,Thursday,2733112303,1,COMM BREAD,3706
41436,Thursday,9650620227,1,PHARMACY OTC,3736
41501,Thursday,2970000148,2,GROCERY DRY GOODS,3031
41540,Thursday,7874235188,1,DAIRY,1508
41607,Thursday,79487801870,1,PRODUCE,1006
41622,Thursday,7874202098,1,GROCERY DRY GOODS,2831
41948,Thursday,2840003907,2,IMPULSE MERCHANDISE,807
41961,Thursday,3800084520,1,DSD GROCERY,3353
42336,Thursday,1380044719,1,FROZEN FOODS,1901
42865,Thursday,4611,1,PRODUCE,4060
42898,Thursday,7871544781,1,MENS WEAR,4900
42898,Thursday,5624863809,1,SHOES,1735
42907,Thursday,7874235186,1,DAIRY,1508
42907,Thursday,4900003165,1,DSD GROCERY,9205
42941,Thursday,75481912027,1,MENS WEAR,1705
43041,Thursday,3663203646,2,DAIRY,1443
43091,Thursday,4470000098,1,PRE PACKED DELI,7508
43114,Thursday,4321360145,1,BRAS & SHAPEWEAR,1900
43133,Thursday,1330000109,1,GROCERY DRY GOODS,4053
43133,Thursday,7128786205,1,GROCERY DRY GOODS,3324
43133,Thursday,87489600557,1,PRODUCE,7850
43160,Thursday,76125378675,1,MENS WEAR,1210
43253,Friday,4670409844,2,FROZEN FOODS,9705
43310,Friday,3600025861,1,HOUSEHOLD PAPER GOODS,2070
43323,Friday,4046,1,PRODUCE,5620
43336,Friday,7800008216,1,DSD GROCERY,9517
43457,Friday,4950800120,1,IMPULSE MERCHANDISE,808
43472,Friday,1450001132,2,FROZEN FOODS,1750
43472,Friday,7874243458,1,FROZEN FOODS,1801
43533,Friday,88309614681,1,MENS WEAR,5665
43585,Friday,2370002188,1,FROZEN FOODS,4061
43616,Friday,36461345103,1,PHARMACY OTC,4080
43931,Friday,4774153285,1,MENSWEAR,6334
44012,Friday,4611,1,PRODUCE,4060
44117,Friday,4263603535,2,BAKERY,6520
44126,Friday,4900005936,1,DSD GROCERY,3466
44169,Friday,7874212314,1,MEAT - FRESH & FROZEN,6090
44461,Friday,76594212050,1,BRAS & SHAPEWEAR,1725
44494,Friday,7874204001,1,GROCERY DRY GOODS,2901
44529,Friday,68113189617,1,FINANCIAL SERVICES,0
44900,Friday,20169900000,1,MEAT - FRESH & FROZEN,6578
44945,Friday,4321367063,1,BRAS & SHAPEWEAR,398
44999,Friday,3338360002,1,PRODUCE,4005
45104,Friday,3800039118,1,GROCERY DRY GOODS,3600
45179,Friday,80859474373,1,LADIESWEAR,4015
45190,Friday,4383,1,PRODUCE,3102
45190,Friday,7147501082,1,GROCERY DRY GOODS,2450
45283,Friday,5100015278,1,DSD GROCERY,4651
45310,Friday,8.80632E+11,1,LADIESWEAR,312
45369,Friday,78101327926,1,PLUS AND MATERNITY,289
45617,Friday,7680000697,1,DAIRY,8004
45617,Friday,7373108103,1,DSD GROCERY,7950
45635,Friday,1822200527,1,LAWN AND GARDEN,90
45755,Friday,7192102520,1,FROZEN FOODS,9115
45755,Friday,22592300000,1,MEAT - FRESH & FROZEN,4150
45885,Friday,25108500000,1,MEAT - FRESH & FROZEN,6082
45890,Friday,7874235191,2,DSD GROCERY,9208
46079,Friday,3050628313,1,JEWELRY AND SUNGLASSES,6464
46259,Friday,2100065492,1,GROCERY DRY GOODS,3800
46425,Friday,7100706297,1,FROZEN FOODS,4065
46425,Friday,3100011305,1,FROZEN FOODS,9704
46425,Friday,3100018030,1,FROZEN FOODS,9704
46425,Friday,74300270018,1,FROZEN FOODS,9705
46435,Friday,5200051248,1,DSD GROCERY,3005
46524,Friday,80469197160,1,SWIMWEAR/OUTERWEAR,321
46544,Friday,1958559885,1,"GIRLS WEAR, 4-6X  AND 7-14",6066
46545,Friday,20966500000,1,SERVICE DELI,7010
46561,Friday,3620021932,1,GROCERY DRY GOODS,2400
46591,Friday,1600041651,1,GROCERY DRY GOODS,3559
46689,Friday,22500500000,1,SERVICE DELI,8026
46706,Friday,4393551615,1,MENS WEAR,5107
46764,Friday,5100015339,1,DSD GROCERY,4650
46856,Friday,4046,1,PRODUCE,5620
46925,Friday,7874201685,1,DAIRY,1431
46930,Friday,2500005542,2,DAIRY,1404
46930,Friday,2500004786,1,DAIRY,1406
46956,Friday,88882301282,1,MENS WEAR,2562
46997,Friday,72654752059,1,LADIESWEAR,402
47013,Friday,73240961358,1,LADIESWEAR,3223
47115,Friday,20154200000,1,SERVICE DELI,8001
47245,Friday,22763000000,1,MEAT - FRESH & FROZEN,1039
47349,Friday,7143090015,1,PRODUCE,7009
47590,Friday,20609300000,1,SERVICE DELI,8026
47595,Friday,4011,1,PRODUCE,5501
47616,Friday,64541699070,1,CELEBRATION,1805
47616,Friday,64541698766,1,CELEBRATION,1805
47803,Friday,7224013381,1,PRODUCE,3108
47803,Friday,7874222953,1,DSD GROCERY,4636
47803,Friday,7146401769,1,PRODUCE,7131
48040,Friday,7874214813,1,COMM BREAD,3713
48054,Friday,7976503272,1,DSD GROCERY,9214
48148,Friday,4072,1,PRODUCE,4170
48218,Friday,30997323400,1,PERSONAL CARE,5414
48302,Friday,2220095036,1,PERSONAL CARE,60
48311,Friday,7229000000,1,PRE PACKED DELI,7301
48316,Friday,2200001187,1,"CANDY, TOBACCO, COOKIES",707
48316,Friday,7874203858,1,GROCERY DRY GOODS,4408
48416,Friday,8.80632E+11,1,LADIESWEAR,286
48490,Friday,5000001011,2,GROCERY DRY GOODS,3251
48490,Friday,65272910114,1,GROCERY DRY GOODS,3252
48938,Friday,7874298119,1,BAKERY,5017
49007,Friday,7874205336,1,FROZEN FOODS,1752
49007,Friday,1450001267,1,FROZEN FOODS,1752
49076,Saturday,88785403033,1,"GIRLS WEAR, 4-6X  AND 7-14",425
49428,Saturday,88309608529,1,MENS WEAR,5660
49657,Saturday,2800037285,1,"CANDY, TOBACCO, COOKIES",89
49658,Saturday,78905062501,1,LADIESWEAR,1903
49773,Saturday,73554170617,1,IMPULSE MERCHANDISE,21
49948,Saturday,7874214382,1,DAIRY,1358
50050,Saturday,4508422947,1,BAKERY,1006
50052,Saturday,7874235200,4,DAIRY,1515
50052,Saturday,7790047132,3,FROZEN FOODS,1204
50083,Saturday,68113107862,1,BAKERY,5017
50164,Saturday,2236759950,1,PAINT AND ACCESSORIES,18
50164,Saturday,8.80616E+11,1,LADIESWEAR,1210
50190,Saturday,7874201237,1,FROZEN FOODS,1801
50430,Saturday,7874211268,1,DSD GROCERY,3560
50469,Saturday,9518801128,1,DSD GROCERY,4644
50723,Saturday,5200001172,1,GROCERY DRY GOODS,2829
50728,Saturday,60538816930,1,SHOES,1909
50728,Saturday,7432309090,1,COMM BREAD,3701
50743,Saturday,7874205590,1,PRODUCE,140
50822,Saturday,7790065036,1,FROZEN FOODS,1901
50895,Saturday,3800069501,4,GROCERY DRY GOODS,3559
50907,Saturday,66216324545,1,LADIESWEAR,221
50919,Saturday,940000967,1,PRE PACKED DELI,7503
51011,Saturday,1200000131,1,DSD GROCERY,9547
51015,Saturday,88811318806,1,LADIESWEAR,4301
51135,Saturday,68113109119,1,PRODUCE,704
51169,Saturday,4282552944,1,BOYS WEAR,6100
51169,Saturday,81295402010,1,BOYS WEAR,5550
51169,Saturday,3783608444,1,PERSONAL CARE,8101
51169,Saturday,81295402046,1,BOYS WEAR,5550
51228,Saturday,3700028188,1,PERSONAL CARE,205
51340,Saturday,20108800000,1,SERVICE DELI,8014
51392,Saturday,2861755206,1,FABRICS AND CRAFTS,1204
51398,Saturday,60538862097,1,FINANCIAL SERVICES,0
51677,Saturday,7323000002,1,GROCERY DRY GOODS,2920
51723,Saturday,1650098032,1,HOUSEHOLD CHEMICALS/SUPP,9610
51788,Saturday,7048500500,1,COOK AND DINE,2790
51826,Saturday,68113107862,1,BAKERY,5017
51826,Saturday,61300874038,2,DSD GROCERY,4644
51828,Saturday,4138309074,1,DAIRY,1505
51828,Saturday,4856407004,1,COMM BREAD,3706
51870,Saturday,7225004319,1,COMM BREAD,3702
51916,Saturday,4900005071,1,DSD GROCERY,4611
51944,Saturday,3663203731,1,DAIRY,1450
52056,Saturday,3700093988,1,PERSONAL CARE,803
52189,Saturday,88882323741,1,LADIESWEAR,9054
52350,Saturday,22781600000,1,SERVICE DELI,6803
52350,Saturday,68113107862,2,BAKERY,5017
52470,Saturday,4393551682,1,MENS WEAR,5702
52557,Saturday,88711779212,1,MENS WEAR,2562
52610,Saturday,5200033905,1,DSD GROCERY,4606
52713,Saturday,5107128820,1,BOYS WEAR,571
52744,Saturday,72097245295,1,BOYS WEAR,1200
52835,Saturday,7432309552,1,COMM BREAD,3724
52868,Saturday,4178900411,2,GROCERY DRY GOODS,3105
52945,Saturday,20966500000,1,SERVICE DELI,7010
53328,Saturday,80469192626,1,"GIRLS WEAR, 4-6X  AND 7-14",5932
53381,Saturday,7432300229,1,COMM BREAD,3724
53424,Saturday,3000031930,1,GROCERY DRY GOODS,3552
53439,Saturday,74325621040,1,OPTICAL - FRAMES,5006
53575,Saturday,81111602090,1,BOYS WEAR,5151
53654,Saturday,7457081011,1,FROZEN FOODS,9151
53688,Saturday,7874201228,1,COMM BREAD,3712
53688,Saturday,74300270019,1,FROZEN FOODS,9705
53732,Saturday,4900000044,1,DSD GROCERY,9546
53735,Saturday,7110021193,1,GROCERY DRY GOODS,2453
53735,Saturday,2100004704,2,GROCERY DRY GOODS,1105
53735,Saturday,7874203276,1,HOUSEHOLD PAPER GOODS,6030
53735,Saturday,4046,1,PRODUCE,5620
53799,Saturday,68113191699,1,SERVICE DELI,7100
53924,Saturday,4450097651,1,PRE PACKED DELI,7554
53924,Saturday,68113106756,1,SERVICE DELI,4010
53969,Saturday,68113169993,1,PHARMACY OTC,2229
53988,Saturday,2580002398,1,FROZEN FOODS,1904
54314,Saturday,7874210848,1,DAIRY,1301
54314,Saturday,4280010800,1,FROZEN FOODS,1951
54414,Saturday,4300095369,2,DSD GROCERY,4623
54414,Saturday,82179621510,1,MENS WEAR,2544
54488,Saturday,7874214098,1,GROCERY DRY GOODS,3559
54533,Saturday,7874235186,1,DAIRY,1508
54674,Saturday,1450000713,1,FROZEN FOODS,6506
54693,Saturday,4140900005,1,PRODUCE,5630
54693,Saturday,8224201605,1,"LIQUOR,WINE,BEER",2601
54736,Saturday,5150025565,1,GROCERY DRY GOODS,2651
54869,Saturday,9698601376,1,BEAUTY,3300
54870,Saturday,3900008104,1,GROCERY DRY GOODS,2962
54870,Saturday,7976503272,1,DSD GROCERY,9214
54894,Saturday,60538862097,1,FINANCIAL SERVICES,0
54900,Saturday,3760021583,1,GROCERY DRY GOODS,2954
54923,Saturday,7680000691,1,DAIRY,8004
55082,Saturday,88882319947,1,MENS WEAR,9250
55136,Saturday,67811266577,1,PHARMACY OTC,1543
55145,Saturday,7874207527,1,GROCERY DRY GOODS,3559
55145,Saturday,7874206016,1,DAIRY,1406
55432,Saturday,7278500320,1,BEAUTY,3300
55484,Saturday,66215830670,1,"GIRLS WEAR, 4-6X  AND 7-14",3350
55588,Saturday,1707710832,1,DAIRY,1526
55633,Saturday,72097251192,1,BOYS WEAR,1205
55728,Saturday,7940037997,1,PERSONAL CARE,109
55876,Saturday,4470007288,1,PRE PACKED DELI,7535
55924,Saturday,88741171710,1,LADIESWEAR,2392
55941,Saturday,5107177379,1,MENS WEAR,1605
56016,Saturday,7874235187,1,DAIRY,1508
56090,Saturday,3338365020,1,PRODUCE,7501
56125,Saturday,4369508305,1,FROZEN FOODS,1952
56190,Sunday,7617152205,1,AUTOMOTIVE,250
56280,Sunday,9870,1,BAKERY,1026
56387,Sunday,88530631876,1,MENS WEAR,1101
56519,Sunday,5100019624,1,DSD GROCERY,4653
56519,Sunday,68113132946,1,PRODUCE,6810
56519,Sunday,7464100426,1,PRODUCE,5953
56619,Sunday,3825775413,1,MENS WEAR,8216
56664,Sunday,60538862128,1,FINANCIAL SERVICES,0
56664,Sunday,7301000376,1,PHARMACY OTC,264
56722,Sunday,1326141882,1,BOYS WEAR,4648
56737,Sunday,2370001863,1,FROZEN FOODS,4073
56834,Sunday,7640602180,2,DSD GROCERY,4652
56898,Sunday,88786028869,1,BOYS WEAR,4102
56908,Sunday,7874211212,1,DAIRY,9022
56966,Sunday,4032674035,1,MENS WEAR,1516
56991,Sunday,20577400000,1,SERVICE DELI,8015
57016,Sunday,73385497633,1,BEAUTY,3100
57347,Sunday,9741907031,1,PRODUCE,4122
57353,Sunday,3620000217,2,GROCERY DRY GOODS,2410
57362,Sunday,4282560279,1,MENS WEAR,8226
57392,Sunday,8.80632E+11,1,"GIRLS WEAR, 4-6X  AND 7-14",411
57407,Sunday,68113107862,1,BAKERY,5017
57483,Sunday,6554197451,1,TOYS,2342
57488,Sunday,4470000955,2,PRE PACKED DELI,7551
57494,Sunday,7740042838,1,PRE PACKED DELI,1350
57882,Sunday,8.80632E+11,1,PLUS AND MATERNITY,116
57921,Sunday,6827473441,1,DSD GROCERY,2351
57921,Sunday,7874235187,4,DAIRY,1508
57928,Sunday,76125380386,1,LADIESWEAR,3982
57960,Sunday,1131173514,1,LADIESWEAR,3904
57996,Sunday,1600045934,1,GROCERY DRY GOODS,3600
58047,Sunday,3800084503,1,DSD GROCERY,3353
58385,Sunday,7874213985,1,GROCERY DRY GOODS,2760
58408,Sunday,4369505630,1,FROZEN FOODS,1952
58463,Sunday,8312000020,1,"LIQUOR,WINE,BEER",2000
58524,Sunday,76705282620,1,SLEEPWEAR/FOUNDATIONS,7138
58530,Sunday,3338365322,1,PRODUCE,7601
58530,Sunday,4011,1,PRODUCE,5501
58561,Sunday,60538862097,1,FINANCIAL SERVICES,0
58631,Sunday,7874243304,4,GROCERY DRY GOODS,3252
58631,Sunday,3800012285,1,DSD GROCERY,3353
58806,Sunday,1200003801,1,DSD GROCERY,9501
58828,Sunday,20108700000,3,SERVICE DELI,8014
58930,Sunday,4062,1,PRODUCE,8104
59129,Sunday,68113177923,1,PHARMACY OTC,4007
59187,Sunday,5000016011,4,GROCERY DRY GOODS,3251
59427,Sunday,2260098050,1,PHARMACY OTC,4501
59752,Sunday,20883600000,1,SERVICE DELI,6030
59912,Sunday,4087,1,PRODUCE,7803
59967,Sunday,20580000000,1,SERVICE DELI,8016
60179,Sunday,3800039122,1,GROCERY DRY GOODS,3600
60213,Sunday,7166100128,1,PHARMACY OTC,2222
60298,Sunday,69899780624,2,FROZEN FOODS,4108
60478,Sunday,4032617416,1,LADIESWEAR,4634
60665,Sunday,5410000560,1,GROCERY DRY GOODS,2570
60711,Sunday,2265571576,4,MEAT - FRESH & FROZEN,6158
61312,Sunday,4470007510,1,PRE PACKED DELI,7554
61319,Sunday,3500050902,1,PERSONAL CARE,202
61336,Sunday,4135,1,PRODUCE,1214
61373,Sunday,89470001033,1,DAIRY,1450
61379,Sunday,1620033400,1,GROCERY DRY GOODS,4451
61379,Sunday,4087,1,PRODUCE,7803
61397,Sunday,7874211457,1,DSD GROCERY,7700
61481,Sunday,84868300765,1,SLEEPWEAR/FOUNDATIONS,4190
61533,Sunday,2260092620,1,PHARMACY OTC,4501
61537,Sunday,5200032673,1,DSD GROCERY,4606
61706,Sunday,2113150111,1,FROZEN FOODS,1903
61731,Sunday,6414404133,1,GROCERY DRY GOODS,3005
61742,Sunday,68113107862,1,BAKERY,5017
61770,Sunday,2400050793,1,PRODUCE,6102
61835,Sunday,7278503766,1,BEAUTY,3300
62033,Sunday,8.80552E+11,1,LADIESWEAR,313
62067,Sunday,7874202101,1,FROZEN FOODS,4060
62079,Sunday,2113150802,1,FROZEN FOODS,1901
62121,Sunday,3320011321,2,HOUSEHOLD CHEMICALS/SUPP,8920
62128,Sunday,3800057608,1,GROCERY DRY GOODS,3600
62133,Sunday,88703556471,1,MENS WEAR,1640
62217,Sunday,60538871461,1,DAIRY,9101
62286,Sunday,78533105642,1,PRE PACKED DELI,7557
62355,Sunday,7432302960,2,DSD GROCERY,2704
62389,Sunday,3000003690,1,GROCERY DRY GOODS,4351
62389,Sunday,1600028166,1,GROCERY DRY GOODS,3506
62471,Sunday,4.7137E+11,2,MENS WEAR,5434
62531,Sunday,89470001005,4,DAIRY,1450
62595,Sunday,76163520390,1,PRODUCE,3509
62714,Sunday,71516605201,1,SEAFOOD,1041
62714,Sunday,60538818680,1,PRE PACKED DELI,7202
62799,Sunday,74641731839,1,SHOES,8936
62799,Sunday,9064970518,1,BRAS & SHAPEWEAR,3920
62799,Sunday,88694429461,1,SLEEPWEAR/FOUNDATIONS,1228
62799,Sunday,8.80552E+11,1,LADIESWEAR,3120
63083,Sunday,5107113845,1,MENS WEAR,8587
63146,Sunday,7294560136,1,COMM BREAD,3702
63146,Sunday,1380015116,1,FROZEN FOODS,1901
63176,Sunday,2840042073,1,IMPULSE MERCHANDISE,808
63238,Monday,7001119533,2,SHEER HOSIERY,2700
63508,Monday,9870,1,BAKERY,1026
63597,Monday,2500005426,1,DAIRY,1407
63643,Monday,7874205165,1,GROCERY DRY GOODS,2956
63681,Monday,3760034986,10,GROCERY DRY GOODS,100
63771,Monday,22149200000,1,MEAT - FRESH & FROZEN,6020
63852,Monday,4610000226,1,DAIRY,7960
63852,Monday,7874211068,2,GROCERY DRY GOODS,2805
63931,Monday,7457081011,1,FROZEN FOODS,9151
64007,Monday,88530617634,1,MENS WEAR,1101
64007,Monday,7533850517,1,MENS WEAR,5203
64179,Monday,2840042062,1,IMPULSE MERCHANDISE,808
64335,Monday,2265571555,1,MEAT - FRESH & FROZEN,6158
64476,Monday,7294560134,1,COMM BREAD,3710
64545,Monday,4525511111,1,PRODUCE,4052
64706,Monday,81843100005,1,PRODUCE,7151
64718,Monday,20108800000,1,SERVICE DELI,8014
64806,Monday,4178900157,1,GROCERY DRY GOODS,3120
64852,Monday,4138309072,2,DAIRY,1505
64852,Monday,3500074541,1,PERSONAL CARE,203
64902,Monday,20108800000,1,SERVICE DELI,8014
64911,Monday,9748801729,1,SERVICE DELI,4021
64944,Monday,4.89515E+11,1,PETS AND SUPPLIES,4802
64956,Monday,80469197188,1,SWIMWEAR/OUTERWEAR,296
65016,Monday,3400000480,1,IMPULSE MERCHANDISE,115
65102,Monday,7874223039,5,GROCERY DRY GOODS,3901
65155,Monday,4450031376,1,PRE PACKED DELI,7251
65213,Monday,7756728130,1,FROZEN FOODS,1853
65226,Monday,4066,1,PRODUCE,8207
65345,Monday,4093,1,PRODUCE,4008
65390,Monday,22592200000,2,MEAT - FRESH & FROZEN,1301
65390,Monday,20154500000,1,SERVICE DELI,8001
65390,Monday,7480605025,1,DSD GROCERY,4623
65390,Monday,7874222869,1,DAIRY,7958
65397,Monday,4138309073,1,DAIRY,1505
65452,Monday,4093,1,PRODUCE,4008
65464,Monday,3800093772,1,GROCERY DRY GOODS,3600
65473,Monday,60538871462,1,DAIRY,9115
65566,Monday,64600792471,1,"GIRLS WEAR, 4-6X  AND 7-14",6003
65566,Monday,7940049582,1,PERSONAL CARE,5008
65707,Monday,88561552949,1,BRAS & SHAPEWEAR,2207
65727,Monday,4190007663,1,DAIRY,1516
65795,Monday,1150906002,1,PHARMACY OTC,2730
65802,Monday,60538871461,1,DAIRY,9101
65802,Monday,4011,1,PRODUCE,5501
